ballot,vote,attempts,shift_over_T,norm_over_BJ,bytes,prove_ms,verify_ms,verified
0,1,1,0.4852,0.5008,141355,23.808,12.104,1
1,0,14,0.4906,0.5004,141344,235.513,11.826,1
2,1,1,0.4924,0.5015,141358,23.208,11.910,1
3,0,2,0.4898,0.4999,141348,39.699,11.875,1
4,1,1,0.4803,0.5004,141354,23.644,11.592,1
5,0,2,0.4934,0.4998,141336,40.274,12.338,1
6,1,1,0.4917,0.4989,141347,24.111,12.693,1
7,0,3,0.4857,0.5012,141349,56.342,11.754,1
8,1,1,0.4879,0.4998,141347,23.102,12.607,1
9,0,3,0.4882,0.4994,141338,58.006,13.164,1
10,1,2,0.4864,0.4960,141313,39.929,12.668,1
11,0,1,0.4880,0.4999,141351,23.443,12.291,1
12,1,1,0.4788,0.4980,141317,22.984,12.244,1
13,0,7,0.4937,0.5012,141362,121.068,12.402,1
14,1,3,0.4880,0.4998,141349,56.819,12.685,1
15,0,4,0.4874,0.5014,141352,72.191,11.896,1
16,1,3,0.4862,0.5034,141391,56.617,12.187,1
17,0,1,0.4925,0.5006,141325,23.665,12.231,1
18,1,10,0.4884,0.5024,141375,171.294,12.255,1
19,0,1,0.4848,0.4996,141337,23.553,12.157,1
20,1,3,0.4878,0.4964,141306,56.242,11.984,1
21,0,5,0.4852,0.5004,141339,89.225,12.525,1
22,1,5,0.4910,0.4979,141321,90.841,11.969,1
23,0,3,0.4920,0.5004,141348,59.939,12.110,1
24,1,5,0.4863,0.5002,141340,91.075,12.067,1
25,0,9,0.4943,0.5001,141337,155.674,12.584,1
26,1,4,0.4914,0.5025,141359,73.302,13.033,1
27,0,2,0.4878,0.4991,141343,40.754,13.233,1
28,1,3,0.4814,0.4998,141344,57.023,12.204,1
29,0,2,0.4898,0.4989,141343,40.251,12.418,1
30,1,1,0.4921,0.4995,141334,26.392,11.968,1
31,0,2,0.4904,0.4982,141332,39.681,12.649,1
32,1,6,0.4932,0.4971,141316,108.223,11.590,1
33,0,3,0.4840,0.4998,141344,57.459,12.093,1
34,1,1,0.4863,0.4993,141335,24.160,12.165,1
35,0,1,0.4947,0.4996,141343,25.427,15.564,1
36,1,7,0.4969,0.4972,141333,124.060,12.190,1
37,0,1,0.4871,0.4977,141330,23.119,11.816,1
38,1,1,0.4825,0.5059,141396,23.372,12.265,1
39,0,4,0.4918,0.4998,141331,73.627,11.822,1
40,1,1,0.4906,0.5008,141352,23.640,12.135,1
41,0,2,0.4856,0.4989,141338,39.606,11.868,1
42,1,1,0.4890,0.4990,141332,24.011,12.369,1
43,0,5,0.4933,0.4984,141330,88.441,12.296,1
44,1,2,0.4865,0.5009,141341,40.074,12.257,1
45,0,1,0.4860,0.4984,141341,22.742,12.145,1
46,1,2,0.4889,0.4988,141332,69.571,20.744,1
47,0,3,0.4850,0.5006,141349,74.477,12.284,1
48,1,2,0.4852,0.5015,141365,40.224,13.092,1
49,0,9,0.4926,0.5006,141349,159.924,12.398,1
50,1,3,0.4892,0.5012,141347,56.845,11.842,1
51,0,1,0.4829,0.4990,141339,22.907,11.449,1
52,1,1,0.4867,0.5009,141353,23.698,11.418,1
53,0,1,0.4847,0.5026,141378,23.160,11.938,1
54,1,1,0.4882,0.4969,141313,23.240,11.888,1
55,0,1,0.4924,0.5019,141364,24.239,11.690,1
56,1,3,0.4907,0.5005,141345,70.798,18.819,1
57,0,2,0.4898,0.5014,141349,41.016,11.905,1
58,1,3,0.4885,0.4980,141326,57.400,12.153,1
59,0,2,0.4825,0.4984,141332,40.507,12.192,1
60,1,2,0.4937,0.5000,141346,42.461,12.340,1
61,0,1,0.4882,0.4993,141337,25.140,11.793,1
62,1,1,0.4865,0.4995,141335,23.921,11.872,1
63,0,1,0.4916,0.4989,141330,23.583,12.061,1
64,1,3,0.4883,0.5002,141347,57.397,12.518,1
65,0,1,0.4880,0.5000,141363,23.570,11.897,1
66,1,12,0.4939,0.4998,141344,284.842,21.161,1
67,0,1,0.4859,0.4994,141338,39.320,12.110,1
68,1,1,0.4899,0.5000,141356,24.433,12.307,1
69,0,1,0.4917,0.4999,141338,23.497,11.833,1
70,1,7,0.4896,0.4992,141326,122.144,11.952,1
71,0,1,0.4843,0.4997,141341,23.659,12.032,1
72,1,1,0.4853,0.5022,141359,23.905,12.812,1
73,0,2,0.4885,0.5008,141341,40.213,12.662,1
74,1,2,0.4881,0.4991,141329,40.555,11.827,1
75,0,2,0.4857,0.4978,141330,39.831,11.826,1
76,1,1,0.4836,0.5047,141375,23.248,12.106,1
77,0,1,0.4868,0.4974,141323,23.467,12.049,1
78,1,3,0.4904,0.5010,141368,57.590,12.780,1
79,0,2,0.4910,0.4998,141348,45.594,12.022,1
80,1,1,0.4945,0.5021,141364,24.304,11.816,1
81,0,5,0.4911,0.5017,141352,92.629,12.213,1
82,1,3,0.4902,0.4995,141337,58.230,11.911,1
83,0,1,0.4882,0.5049,141388,24.322,12.349,1
84,1,4,0.4880,0.5001,141346,73.477,12.710,1
85,0,1,0.4890,0.4989,141330,23.593,12.411,1
86,1,2,0.4902,0.4992,141339,39.344,12.315,1
87,0,1,0.4840,0.5025,141373,23.578,12.406,1
88,1,1,0.4827,0.4984,141322,23.332,11.905,1
89,0,1,0.4852,0.5013,141354,24.899,12.299,1
90,1,13,0.4856,0.5018,141347,225.561,11.868,1
91,0,8,0.4909,0.4994,141333,139.411,12.144,1
92,1,3,0.4870,0.5016,141352,56.752,12.307,1
93,0,1,0.4868,0.4975,141323,23.141,12.028,1
94,1,1,0.4841,0.5020,141370,23.502,11.822,1
95,0,1,0.4878,0.5017,141356,24.069,12.801,1
96,1,5,0.4924,0.5023,141366,92.212,12.198,1
97,0,4,0.4932,0.5011,141355,72.585,12.120,1
98,1,2,0.4885,0.4978,141325,39.970,11.926,1
99,0,4,0.4893,0.5027,141374,72.842,11.567,1
100,1,3,0.4840,0.4997,141340,56.540,12.125,1
101,0,1,0.4902,0.5014,141341,23.261,11.967,1
102,1,3,0.4878,0.4989,141342,56.708,11.963,1
103,0,1,0.4893,0.4977,141338,24.206,11.862,1
104,1,2,0.4801,0.5006,141357,40.529,11.727,1
105,0,1,0.4854,0.5014,141368,23.944,12.020,1
106,1,3,0.4874,0.5032,141366,57.300,12.155,1
107,0,1,0.4889,0.4990,141330,23.695,11.997,1
108,1,1,0.4832,0.5001,141347,23.940,12.005,1
109,0,2,0.4825,0.5031,141367,43.845,12.215,1
110,1,2,0.4861,0.4986,141331,45.894,12.112,1
111,0,4,0.4921,0.5006,141344,77.100,12.712,1
112,1,3,0.4876,0.5028,141356,62.382,12.580,1
113,0,6,0.4910,0.5000,141347,108.124,11.892,1
114,1,2,0.4909,0.4963,141309,40.659,12.320,1
115,0,8,0.4895,0.4999,141338,143.460,12.165,1
116,1,5,0.4899,0.5000,141334,91.821,12.440,1
117,0,5,0.4936,0.4986,141327,92.372,12.776,1
118,1,2,0.4846,0.5010,141348,41.114,11.887,1
119,0,1,0.4860,0.4980,141333,25.080,12.118,1
120,1,2,0.4887,0.5002,141349,40.581,13.355,1
121,0,3,0.4811,0.5020,141348,60.601,12.154,1
122,1,3,0.4891,0.5014,141350,57.498,12.086,1
123,0,5,0.4904,0.5025,141377,93.459,12.600,1
124,1,2,0.4833,0.5003,141341,41.146,11.648,1
125,0,5,0.4877,0.4996,141333,95.145,12.909,1
126,1,1,0.4902,0.5000,141339,24.061,12.401,1
127,0,3,0.4883,0.5005,141346,57.458,11.817,1
128,1,11,0.4853,0.5022,141366,191.212,12.371,1
129,0,3,0.4871,0.5004,141344,58.237,11.971,1
130,1,3,0.4941,0.5000,141343,57.562,12.587,1
131,0,3,0.4902,0.4979,141325,57.505,12.085,1
132,1,2,0.4852,0.4998,141336,40.429,11.794,1
133,0,1,0.4875,0.5002,141349,23.701,12.121,1
134,1,3,0.4883,0.4989,141336,57.083,11.799,1
135,0,5,0.4895,0.5007,141349,90.895,12.617,1
136,1,10,0.4857,0.4978,141310,177.799,12.263,1
137,0,18,0.4971,0.4980,141342,311.652,12.692,1
138,1,5,0.4899,0.4994,141338,91.295,12.077,1
139,0,1,0.4830,0.4978,141334,25.026,12.397,1
140,1,2,0.4890,0.4978,141328,40.309,12.492,1
141,0,1,0.4802,0.4985,141330,25.057,11.948,1
142,1,5,0.4939,0.4996,141348,93.940,14.977,1
143,0,4,0.4908,0.4966,141330,74.743,12.503,1
144,1,1,0.4912,0.4983,141326,25.949,14.195,1
145,0,4,0.4854,0.5009,141351,77.056,15.044,1
146,1,2,0.4924,0.4981,141330,61.547,17.615,1
147,0,7,0.4880,0.5003,141350,131.803,12.012,1
148,1,3,0.4874,0.5028,141377,57.656,11.779,1
149,0,3,0.4866,0.4987,141328,56.099,12.321,1
150,1,1,0.4844,0.5026,141361,23.775,12.261,1
151,0,1,0.4903,0.5025,141360,23.776,12.521,1
152,1,9,0.4908,0.5002,141354,159.400,12.063,1
153,0,1,0.4871,0.5005,141362,24.386,13.893,1
154,1,9,0.4929,0.5027,141367,159.207,12.381,1
155,0,1,0.4832,0.4989,141330,26.202,16.386,1
156,1,5,0.4915,0.5017,141380,98.778,11.988,1
157,0,1,0.4863,0.4984,141349,24.263,11.829,1
158,1,2,0.4978,0.5001,141347,42.320,12.426,1
159,0,1,0.4857,0.5003,141355,23.686,11.818,1
160,1,1,0.4872,0.4984,141338,23.763,12.133,1
161,0,1,0.4851,0.5007,141341,23.113,11.527,1
162,1,1,0.4863,0.4996,141352,23.175,12.452,1
163,0,5,0.4886,0.5012,141357,89.060,12.833,1
164,1,8,0.4925,0.4961,141307,142.241,12.458,1
165,0,2,0.4921,0.4969,141323,40.815,12.534,1
166,1,1,0.4854,0.4986,141348,24.610,12.480,1
167,0,1,0.4857,0.4992,141332,23.303,12.119,1
168,1,9,0.4900,0.5034,141366,158.314,11.854,1
169,0,2,0.4903,0.5001,141336,41.970,12.572,1
170,1,12,0.4896,0.4986,141336,237.049,21.205,1
171,0,1,0.4914,0.4994,141341,44.035,21.350,1
172,1,3,0.4919,0.5019,141347,102.177,11.792,1
173,0,1,0.4798,0.5031,141367,23.439,12.534,1
174,1,2,0.4901,0.5002,141345,41.250,12.362,1
175,0,2,0.4893,0.4994,141341,40.718,12.246,1
176,1,7,0.4872,0.5019,141359,123.635,12.000,1
177,0,1,0.4819,0.4971,141321,23.587,11.938,1
178,1,1,0.4951,0.4984,141333,23.670,12.457,1
179,0,2,0.4864,0.5011,141353,40.052,12.965,1
180,1,1,0.4865,0.4981,141329,23.726,12.688,1
181,0,2,0.4855,0.5014,141358,42.064,11.835,1
182,1,3,0.4877,0.5000,141331,57.126,12.535,1
183,0,1,0.4856,0.5004,141352,26.300,13.905,1
184,1,1,0.4858,0.4991,141344,25.931,12.787,1
185,0,4,0.4945,0.5001,141350,77.423,16.446,1
186,1,1,0.4833,0.5028,141366,24.430,12.162,1
187,0,1,0.4815,0.5016,141352,24.611,12.029,1
188,1,6,0.4878,0.5020,141369,109.473,12.684,1
189,0,1,0.4859,0.4982,141319,23.796,12.519,1
190,1,2,0.4877,0.5012,141354,42.964,12.026,1
191,0,1,0.4906,0.5015,141351,23.544,12.425,1
192,1,1,0.4872,0.5007,141362,24.133,12.372,1
193,0,1,0.4857,0.4988,141334,23.630,12.025,1
194,1,2,0.4888,0.5027,141353,39.927,12.319,1
195,0,7,0.4901,0.5009,141364,125.735,11.905,1
196,1,2,0.4842,0.4983,141333,46.432,12.290,1
197,0,2,0.4867,0.5020,141348,40.273,12.499,1
198,1,3,0.4885,0.5030,141363,56.768,12.374,1
199,0,8,0.4925,0.4993,141337,147.208,12.424,1
200,1,1,0.4845,0.5004,141350,25.090,12.434,1
201,0,3,0.4925,0.5006,141348,60.517,12.600,1
202,1,10,0.4922,0.4997,141333,177.001,12.498,1
203,0,4,0.4892,0.4970,141310,77.054,11.842,1
204,1,2,0.4841,0.5004,141350,41.605,12.336,1
205,0,4,0.4862,0.5004,141350,75.013,12.989,1
206,1,3,0.4882,0.5018,141361,57.656,12.285,1
207,0,1,0.4840,0.4998,141342,27.618,17.844,1
208,1,1,0.4877,0.4970,141318,33.782,17.203,1
209,0,1,0.4824,0.5011,141352,32.967,17.413,1
210,1,1,0.4834,0.4990,141340,32.672,12.392,1
211,0,1,0.4919,0.4978,141317,23.992,12.419,1
212,1,2,0.4843,0.4967,141320,40.900,12.263,1
213,0,2,0.4984,0.4997,141339,43.713,11.874,1
214,1,5,0.4893,0.4987,141333,90.446,12.167,1
215,0,2,0.4921,0.4998,141353,40.212,12.253,1
216,1,1,0.4860,0.5013,141359,23.529,12.360,1
217,0,3,0.4874,0.5011,141341,55.763,12.115,1
218,1,6,0.4871,0.5006,141345,118.546,12.016,1
219,0,5,0.4952,0.4993,141335,89.870,11.708,1
220,1,1,0.4853,0.5013,141357,23.462,12.438,1
221,0,1,0.4883,0.5009,141356,23.026,12.320,1
222,1,1,0.4854,0.5029,141365,23.619,12.351,1
223,0,3,0.4922,0.5016,141351,57.126,12.225,1
224,1,4,0.4873,0.4997,141351,73.441,11.783,1
225,0,5,0.4849,0.4982,141334,90.295,12.020,1
226,1,5,0.4868,0.5011,141348,91.810,13.603,1
227,0,2,0.4929,0.5034,141363,41.744,12.176,1
228,1,2,0.4880,0.4981,141327,40.844,12.236,1
229,0,1,0.4917,0.4983,141320,23.919,12.599,1
230,1,2,0.4855,0.4996,141341,39.431,11.864,1
231,0,3,0.4845,0.4975,141319,57.957,12.089,1
232,1,4,0.4853,0.4990,141330,72.649,12.478,1
233,0,3,0.4896,0.5015,141363,56.513,12.891,1
234,1,4,0.4892,0.5020,141355,73.791,12.480,1
235,0,1,0.4907,0.4989,141333,23.937,11.924,1
236,1,4,0.4914,0.5026,141367,74.095,11.782,1
237,0,3,0.4832,0.4995,141343,59.173,12.228,1
238,1,6,0.4920,0.5003,141340,107.305,12.638,1
239,0,1,0.4886,0.4997,141344,24.305,19.896,1
240,1,3,0.4931,0.5011,141357,80.170,21.074,1
241,0,2,0.4857,0.5017,141362,48.166,12.208,1
242,1,1,0.4848,0.5025,141368,24.880,12.371,1
243,0,3,0.4913,0.4986,141341,58.087,12.083,1
244,1,1,0.4949,0.4998,141353,24.017,12.121,1
245,0,4,0.4931,0.5010,141361,74.202,12.436,1
246,1,1,0.4911,0.4982,141327,23.833,12.800,1
247,0,1,0.4899,0.4985,141322,22.974,11.943,1
248,1,6,0.4906,0.4994,141336,108.219,12.203,1
249,0,1,0.4893,0.4982,141335,24.094,13.029,1
250,1,1,0.4898,0.4995,141347,23.795,12.717,1
251,0,3,0.4890,0.5007,141344,56.434,12.262,1
252,1,2,0.4928,0.5045,141392,43.122,12.183,1
253,0,4,0.4854,0.5021,141354,74.257,21.337,1
254,1,3,0.4894,0.5008,141356,99.834,20.951,1
255,0,1,0.4922,0.5005,141348,25.794,12.689,1
256,1,11,0.4839,0.4972,141325,191.243,11.781,1
257,0,2,0.4881,0.5015,141372,40.045,12.234,1
