ballot,vote,attempts,shift_over_T,norm_over_BJ,bytes,prove_ms,verify_ms,verified
0,0,4,0.4784,0.5008,461044,337.012,57.721,1
1,0,2,0.4666,0.5016,461097,177.584,50.731,1
2,0,1,0.4665,0.5012,461083,117.816,51.700,1
3,0,3,0.4722,0.5015,461075,263.418,49.934,1
4,0,9,0.4763,0.4997,461014,742.999,55.458,1
5,1,1,0.4689,0.4992,461016,101.782,50.557,1
6,0,2,0.4724,0.5012,461050,189.976,50.167,1
7,0,3,0.4747,0.5009,461043,266.828,49.286,1
8,0,4,0.4706,0.5012,461092,391.383,55.303,1
9,0,5,0.4704,0.4997,460963,433.122,52.250,1
10,0,1,0.4677,0.5012,461069,101.187,51.096,1
11,0,1,0.4721,0.5008,461056,100.204,50.259,1
12,0,3,0.4710,0.5007,461022,258.362,52.681,1
13,0,6,0.4669,0.4987,460967,623.181,52.618,1
14,0,3,0.4743,0.5009,461001,247.803,48.153,1
15,1,4,0.4661,0.5014,461077,321.854,49.164,1
16,0,2,0.4694,0.5010,461091,184.028,51.266,1
17,0,1,0.4757,0.5014,461107,99.961,49.136,1
18,0,2,0.4743,0.4997,460991,172.831,50.021,1
19,0,4,0.4761,0.5007,461047,332.865,50.331,1
20,0,1,0.4738,0.5008,461018,97.178,49.809,1
21,0,2,0.4681,0.5000,461011,173.930,89.013,1
22,0,4,0.4725,0.5000,460981,334.335,49.469,1
23,0,2,0.4712,0.4996,460994,180.143,51.334,1
24,0,5,0.4741,0.4995,461007,428.629,51.621,1
25,1,1,0.4688,0.5014,461085,109.050,49.980,1
26,0,5,0.4717,0.4995,460991,404.411,50.096,1
27,0,2,0.4706,0.4995,460987,173.116,50.045,1
28,0,3,0.4735,0.5007,461047,246.427,49.633,1
29,0,9,0.4751,0.4986,460939,704.344,51.345,1
30,0,4,0.4751,0.4984,460897,367.818,51.136,1
31,0,3,0.4758,0.5002,460998,294.010,49.395,1
32,0,1,0.4745,0.4996,460990,96.513,60.086,1
33,0,2,0.4701,0.4997,460961,177.956,86.027,1
34,0,3,0.4688,0.4993,460962,322.820,50.960,1
35,1,2,0.4764,0.5001,460999,177.236,55.405,1
36,0,1,0.4721,0.4998,461014,110.808,57.072,1
37,0,2,0.4710,0.5010,461018,203.045,49.118,1
38,0,4,0.4756,0.5005,461035,338.046,52.941,1
39,0,8,0.4696,0.5012,461080,643.014,51.385,1
40,0,2,0.4726,0.4997,461004,171.589,49.012,1
41,0,3,0.4716,0.5007,461059,257.165,50.064,1
42,0,3,0.4722,0.4997,460989,250.558,48.867,1
43,0,2,0.4774,0.5008,461032,181.521,48.841,1
44,0,5,0.4756,0.5011,461043,404.259,51.835,1
45,1,4,0.4752,0.4995,460988,331.871,56.325,1
46,0,4,0.4731,0.5006,461074,342.844,49.546,1
