ballot,vote,attempts,shift_over_T,norm_over_BJ,bytes,prove_ms,verify_ms,verified
0,0,3,0.4655,0.4990,468807,152.822,35.032,1
1,0,1,0.4606,0.5009,468861,60.646,34.419,1
2,0,3,0.4755,0.5008,468837,151.211,38.879,1
3,0,2,0.4718,0.5008,468827,113.039,38.471,1
4,0,1,0.4726,0.4998,468804,62.622,40.440,1
5,1,8,0.4709,0.4999,468804,396.647,33.545,1
6,0,1,0.4652,0.4993,468772,60.366,32.842,1
7,0,1,0.4682,0.5004,468822,58.614,37.687,1
8,0,2,0.4660,0.5003,468804,100.901,37.012,1
9,0,3,0.4722,0.5001,468800,138.975,38.112,1
10,0,3,0.4664,0.4997,468802,137.555,36.938,1
11,0,1,0.4696,0.5008,468823,60.658,39.009,1
12,0,5,0.4750,0.5000,468814,224.300,32.583,1
13,0,1,0.4700,0.4994,468785,58.010,38.337,1
14,0,2,0.4688,0.5008,468819,110.333,37.373,1
15,1,1,0.4748,0.5004,468812,58.475,31.623,1
16,0,2,0.4671,0.5005,468821,101.835,38.654,1
17,0,6,0.4761,0.5000,468794,288.562,38.350,1
18,0,2,0.4717,0.4995,468789,108.772,38.157,1
19,0,2,0.4680,0.5015,468840,110.477,39.035,1
20,0,1,0.4725,0.5004,468822,61.972,38.535,1
21,0,7,0.4739,0.5000,468789,331.181,37.792,1
22,0,2,0.4677,0.5006,468813,110.015,39.105,1
23,0,6,0.4722,0.5003,468800,299.434,38.297,1
24,0,3,0.4704,0.5012,468837,157.921,38.528,1
25,1,2,0.4716,0.4988,468773,110.094,30.563,1
26,0,4,0.4739,0.4991,468762,196.955,38.404,1
27,0,3,0.4651,0.4996,468813,157.316,37.979,1
28,0,1,0.4803,0.5001,468810,61.559,38.597,1
29,0,3,0.4707,0.4997,468779,156.560,38.311,1
30,0,2,0.4701,0.5007,468821,109.138,39.013,1
31,0,2,0.4669,0.5011,468831,110.214,38.057,1
32,0,3,0.4740,0.4997,468785,146.728,33.073,1
33,0,1,0.4653,0.5003,468824,56.738,37.624,1
34,0,2,0.4662,0.5000,468806,109.213,38.968,1
35,1,2,0.4691,0.4988,468762,104.005,32.994,1
36,0,1,0.4664,0.4992,468803,55.415,31.299,1
37,0,4,0.4760,0.4989,468762,193.236,37.162,1
38,0,2,0.4725,0.4991,468757,109.811,38.244,1
39,0,2,0.4723,0.4983,468734,109.342,37.972,1
40,0,5,0.4748,0.5004,468809,252.311,38.556,1
41,0,5,0.4727,0.4997,468796,243.627,32.974,1
42,0,6,0.4715,0.4991,468770,278.665,37.400,1
43,0,1,0.4659,0.4992,468778,62.033,38.655,1
44,0,3,0.4704,0.5013,468850,155.920,38.391,1
45,1,14,0.4679,0.5003,468802,668.403,38.185,1
46,0,2,0.4683,0.4993,468793,108.237,38.336,1
47,0,2,0.4622,0.5004,468822,95.763,37.727,1
48,0,1,0.4737,0.5009,468820,61.581,39.504,1
49,0,1,0.4734,0.5005,468805,62.491,38.835,1
50,0,4,0.4653,0.4996,468751,205.231,37.872,1
51,0,2,0.4669,0.5000,468806,103.484,32.007,1
52,0,1,0.4728,0.5000,468811,60.014,38.296,1
53,0,3,0.4685,0.5004,468793,156.710,37.867,1
54,0,1,0.4684,0.5005,468814,61.492,38.499,1
55,1,3,0.4740,0.4993,468792,156.037,38.563,1
56,0,2,0.4706,0.5015,468843,108.633,38.125,1
57,0,8,0.4721,0.4995,468793,396.020,38.173,1
58,0,2,0.4708,0.5000,468804,108.747,38.117,1
59,0,1,0.4688,0.4996,468779,62.474,31.244,1
60,0,1,0.4662,0.4991,468770,53.207,38.109,1
61,0,2,0.4701,0.5001,468820,108.684,39.133,1
62,0,5,0.4747,0.4995,468775,239.908,32.045,1
63,0,1,0.4706,0.4993,468761,53.873,38.208,1
64,0,1,0.4721,0.5002,468802,61.769,38.662,1
65,1,1,0.4693,0.4996,468790,61.853,38.803,1
66,0,3,0.4654,0.4996,468794,157.716,38.630,1
67,0,1,0.4730,0.5003,468805,60.476,39.170,1
68,0,1,0.4668,0.5007,468818,61.745,38.006,1
69,0,3,0.4689,0.4977,468711,157.356,37.811,1
70,0,1,0.4668,0.5006,468826,57.464,37.809,1
71,0,1,0.4648,0.5005,468812,56.836,32.204,1
72,0,2,0.4687,0.5003,468811,94.500,34.397,1
73,0,3,0.4688,0.5006,468819,149.931,38.590,1
74,0,1,0.4724,0.5001,468818,51.789,37.909,1
75,1,2,0.4753,0.4992,468765,102.163,37.867,1
76,0,1,0.4693,0.4997,468804,61.827,38.793,1
77,0,7,0.4756,0.4992,468758,325.231,32.617,1
78,0,4,0.4674,0.5000,468768,193.679,39.161,1
79,0,4,0.4683,0.4997,468816,205.511,33.563,1
80,0,1,0.4670,0.4996,468768,60.010,31.641,1
81,0,1,0.4685,0.4994,468778,57.387,38.342,1
82,0,3,0.4725,0.5005,468832,156.722,37.736,1
83,0,1,0.4673,0.5005,468820,50.611,38.195,1
84,0,2,0.4701,0.5006,468822,109.569,38.414,1
85,1,1,0.4694,0.4976,468727,62.648,33.925,1
86,0,2,0.4673,0.4992,468765,109.928,39.458,1
87,0,5,0.4737,0.4986,468770,254.464,38.378,1
88,0,2,0.4618,0.5007,468851,109.319,39.161,1
89,0,4,0.4764,0.5003,468844,194.117,36.457,1
90,0,2,0.4686,0.5003,468806,99.104,36.825,1
91,0,3,0.4709,0.5009,468815,158.402,38.289,1
92,0,1,0.4716,0.5007,468840,61.540,39.263,1
93,0,8,0.4697,0.5008,468831,372.302,33.261,1
94,0,4,0.4687,0.5017,468865,199.457,38.661,1
95,1,5,0.4731,0.4999,468782,218.517,37.238,1
96,0,2,0.4712,0.5002,468790,108.508,38.318,1
97,0,6,0.4780,0.4987,468751,297.131,38.536,1
98,0,3,0.4688,0.4997,468783,157.600,38.019,1
99,0,2,0.4676,0.4988,468756,109.496,37.388,1
100,0,1,0.4664,0.4984,468745,61.787,31.113,1
101,0,6,0.4720,0.4994,468760,294.638,37.850,1
102,0,1,0.4694,0.5019,468873,62.265,29.935,1
103,0,3,0.4727,0.4993,468763,144.233,38.491,1
104,0,4,0.4710,0.5018,468843,207.096,39.217,1
105,1,3,0.4692,0.4999,468835,157.326,38.735,1
106,0,2,0.4710,0.5004,468808,102.233,32.689,1
107,0,3,0.4748,0.5005,468811,151.895,38.325,1
108,0,2,0.4647,0.5000,468781,101.145,33.036,1
109,0,1,0.4698,0.4990,468760,59.753,38.555,1
110,0,2,0.4670,0.5004,468812,109.554,38.578,1
111,0,1,0.4715,0.5001,468810,61.579,38.749,1
112,0,3,0.4690,0.4990,468761,146.210,32.984,1
113,0,1,0.4701,0.5000,468805,52.729,36.176,1
114,0,2,0.4657,0.5006,468820,107.380,38.059,1
115,1,6,0.4715,0.4996,468800,302.656,38.821,1
116,0,1,0.4637,0.5019,468854,62.996,39.370,1
117,0,2,0.4725,0.4989,468753,109.664,39.189,1
118,0,1,0.4752,0.5007,468836,61.967,38.449,1
119,0,2,0.4655,0.5000,468796,100.664,38.199,1
120,0,2,0.4648,0.4998,468801,109.013,38.571,1
121,0,6,0.4707,0.5001,468784,291.058,39.774,1
122,0,1,0.4649,0.4991,468779,61.959,38.858,1
123,0,7,0.4706,0.5001,468802,349.245,38.419,1
124,0,1,0.4718,0.5003,468798,61.839,38.237,1
125,1,3,0.4700,0.4993,468780,155.980,38.565,1
126,0,2,0.4685,0.4998,468815,109.518,38.116,1
127,0,5,0.4674,0.5000,468799,231.066,37.851,1
128,0,4,0.4738,0.5005,468827,193.845,37.813,1
129,0,5,0.4732,0.5000,468780,238.062,38.487,1
130,0,1,0.4679,0.5011,468830,61.729,38.416,1
131,0,5,0.4712,0.4990,468759,241.055,38.129,1
132,0,3,0.4710,0.4995,468789,157.211,38.002,1
133,0,5,0.4631,0.4996,468785,238.985,33.260,1
134,0,8,0.4720,0.5010,468827,382.241,39.399,1
135,1,6,0.4687,0.5007,468816,289.856,38.725,1
136,0,6,0.4677,0.5012,468847,299.382,38.964,1
137,0,1,0.4680,0.5001,468780,64.260,38.917,1
138,0,3,0.4692,0.4987,468783,157.623,38.723,1
139,0,1,0.4647,0.4999,468804,52.008,35.874,1
140,0,3,0.4661,0.5004,468825,156.860,38.408,1
141,0,4,0.4691,0.4996,468773,204.603,38.662,1
142,0,4,0.4685,0.5003,468815,210.849,39.822,1
143,0,1,0.4662,0.4998,468799,66.108,41.439,1
144,0,1,0.4701,0.4991,468767,67.246,40.339,1
145,1,2,0.4695,0.4987,468747,114.020,42.807,1
146,0,2,0.4697,0.5002,468814,117.466,39.428,1
147,0,3,0.4732,0.5015,468844,160.433,39.209,1
148,0,3,0.4697,0.4995,468807,143.202,33.319,1
149,0,2,0.4688,0.5017,468846,109.111,39.265,1
150,0,3,0.4702,0.4989,468752,158.217,39.745,1
151,0,5,0.4704,0.5001,468819,251.081,38.440,1
152,0,2,0.4642,0.5016,468839,108.979,38.411,1
153,0,1,0.4759,0.5001,468798,62.052,38.307,1
154,0,2,0.4717,0.5004,468795,105.121,37.614,1
155,1,2,0.4709,0.4993,468796,108.562,31.516,1
156,0,1,0.4687,0.4997,468776,52.833,35.582,1
157,0,2,0.4737,0.4994,468774,107.915,38.763,1
158,0,1,0.4730,0.5004,468812,62.191,37.580,1
159,0,2,0.4675,0.5003,468817,98.635,31.830,1
160,0,1,0.4665,0.5002,468832,52.780,36.532,1
161,0,5,0.4617,0.4985,468753,251.586,38.013,1
162,0,2,0.4685,0.4995,468780,108.905,39.097,1
163,0,2,0.4712,0.5014,468841,109.723,37.937,1
164,0,4,0.4734,0.4998,468797,204.412,39.077,1
165,1,3,0.4753,0.5007,468817,158.396,38.441,1
166,0,3,0.4692,0.4994,468794,156.898,38.247,1
167,0,2,0.4709,0.4990,468779,106.648,32.417,1
168,0,1,0.4726,0.4994,468772,56.167,39.503,1
169,0,2,0.4657,0.4988,468745,100.453,35.859,1
170,0,1,0.4717,0.4997,468809,60.975,37.776,1
171,0,1,0.4715,0.5003,468819,62.213,38.670,1
172,0,2,0.4679,0.4995,468774,108.951,38.304,1
173,0,2,0.4658,0.5005,468822,103.405,34.706,1
174,0,1,0.4735,0.5021,468869,50.894,37.091,1
175,1,2,0.4721,0.5002,468829,108.545,38.061,1
176,0,2,0.4677,0.5007,468828,109.039,38.960,1
177,0,5,0.4747,0.5009,468810,238.143,38.492,1
178,0,2,0.4731,0.5000,468802,109.673,38.350,1
179,0,1,0.4760,0.4994,468783,61.625,38.668,1
180,0,2,0.4680,0.4990,468772,109.347,38.712,1
181,0,3,0.4755,0.4985,468757,157.315,38.857,1
182,0,7,0.4709,0.5009,468838,345.636,38.252,1
183,0,6,0.4715,0.4999,468777,277.736,38.266,1
184,0,3,0.4708,0.5015,468844,139.477,37.192,1
185,1,5,0.4719,0.5003,468831,250.117,38.293,1
186,0,4,0.4709,0.5008,468828,194.897,38.267,1
187,0,1,0.4658,0.4988,468758,61.730,37.587,1
188,0,2,0.4694,0.4995,468792,108.044,38.606,1
189,0,6,0.4683,0.4993,468794,298.363,38.285,1
190,0,5,0.4717,0.5004,468816,225.012,36.961,1
191,0,3,0.4735,0.5011,468844,156.255,38.640,1
192,0,1,0.4724,0.4990,468770,61.322,38.448,1
193,0,4,0.4667,0.5018,468862,203.232,38.546,1
194,0,2,0.4709,0.5006,468816,108.542,38.245,1
195,1,1,0.4712,0.4995,468802,60.756,38.783,1
196,0,4,0.4712,0.4996,468794,181.256,37.540,1
197,0,4,0.4724,0.5002,468771,198.407,38.902,1
198,0,1,0.4697,0.4993,468783,61.546,37.792,1
199,0,2,0.4670,0.5008,468846,108.944,38.411,1
200,0,1,0.4656,0.4999,468784,61.562,38.963,1
201,0,5,0.4726,0.5005,468807,234.999,38.164,1
202,0,6,0.4715,0.4992,468772,287.947,33.310,1
203,0,1,0.4706,0.4998,468792,55.424,38.499,1
204,0,3,0.4690,0.4996,468792,151.479,39.049,1
205,1,2,0.4706,0.4982,468716,109.208,38.859,1
206,0,2,0.4717,0.4995,468800,109.706,38.799,1
207,0,1,0.4712,0.5009,468843,53.235,38.152,1
208,0,1,0.4677,0.5007,468821,55.857,33.659,1
209,0,5,0.4712,0.5010,468824,230.481,32.415,1
210,0,2,0.4751,0.5006,468831,107.490,38.633,1
211,0,4,0.4767,0.4994,468797,204.191,38.283,1
212,0,2,0.4755,0.4997,468816,109.336,37.658,1
213,0,1,0.4658,0.5012,468832,57.166,38.558,1
214,0,2,0.4722,0.5000,468817,109.798,38.246,1
215,1,1,0.4648,0.5005,468825,61.568,38.050,1
216,0,2,0.4730,0.5001,468805,109.212,39.132,1
217,0,2,0.4718,0.4999,468789,101.013,37.348,1
218,0,1,0.4673,0.4991,468797,61.939,38.659,1
219,0,5,0.4702,0.5005,468827,248.918,32.240,1
220,0,3,0.4707,0.5004,468812,157.102,38.459,1
221,0,1,0.4746,0.5003,468830,62.571,38.943,1
222,0,8,0.4749,0.4995,468788,393.824,30.768,1
223,0,3,0.4733,0.4997,468777,152.648,38.868,1
224,0,1,0.4666,0.4994,468770,62.276,40.970,1
225,1,3,0.4696,0.4998,468808,159.588,38.896,1
226,0,1,0.4690,0.4993,468802,62.537,38.292,1
227,0,8,0.4710,0.5021,468887,372.579,38.124,1
228,0,1,0.4690,0.4992,468771,61.398,38.514,1
229,0,3,0.4762,0.4997,468816,157.074,38.678,1
230,0,2,0.4693,0.4984,468757,110.307,37.628,1
231,0,1,0.4728,0.4995,468787,61.980,38.749,1
232,0,1,0.4692,0.4990,468779,55.975,32.540,1
233,0,3,0.4681,0.5004,468801,135.407,31.294,1
234,0,1,0.4702,0.4993,468757,59.848,38.162,1
235,1,1,0.4749,0.4994,468765,61.271,37.409,1
236,0,1,0.4651,0.4994,468784,60.826,38.038,1
237,0,6,0.4740,0.5014,468832,281.643,34.781,1
238,0,2,0.4702,0.4989,468762,108.214,32.516,1
239,0,3,0.4700,0.4984,468742,154.774,37.548,1
240,0,2,0.4669,0.5001,468819,106.699,36.008,1
241,0,3,0.4686,0.5015,468850,156.548,33.118,1
242,0,2,0.4676,0.5013,468816,108.519,35.448,1
243,0,1,0.4641,0.5013,468875,54.913,38.250,1
244,0,1,0.4755,0.4999,468801,58.823,32.507,1
245,1,1,0.4676,0.5000,468790,52.916,34.024,1
246,0,1,0.4707,0.5001,468794,52.815,33.319,1
247,0,1,0.4654,0.5000,468778,52.351,33.336,1
248,0,1,0.4629,0.5013,468822,54.763,36.740,1
249,0,2,0.4772,0.5004,468825,107.877,33.553,1
250,0,1,0.4654,0.5000,468804,61.665,39.268,1
251,0,1,0.4658,0.5003,468813,62.548,32.997,1
252,0,2,0.4684,0.5004,468813,102.666,37.348,1
253,0,10,0.4774,0.4992,468768,480.866,32.826,1
254,0,6,0.4725,0.5020,468865,287.423,38.417,1
255,1,5,0.4703,0.5005,468815,241.623,38.256,1
256,0,1,0.4753,0.5013,468818,62.279,38.679,1
257,0,1,0.4715,0.5000,468827,60.607,31.876,1
258,0,1,0.4713,0.4983,468738,56.103,38.367,1
259,0,2,0.4734,0.5001,468814,110.060,39.100,1
260,0,1,0.4756,0.4990,468772,63.082,38.815,1
261,0,2,0.4669,0.4991,468784,104.329,32.443,1
262,0,1,0.4652,0.5009,468807,53.987,38.068,1
263,0,1,0.4682,0.4993,468790,61.717,38.646,1
264,0,1,0.4661,0.5002,468799,62.163,37.647,1
265,1,2,0.4671,0.4995,468788,91.291,33.238,1
266,0,7,0.4726,0.4990,468791,330.276,37.920,1
267,0,1,0.4741,0.4977,468722,61.631,38.544,1
268,0,3,0.4729,0.5013,468849,155.788,39.209,1
269,0,1,0.4671,0.4986,468765,57.333,33.980,1
270,0,9,0.4698,0.4994,468779,442.139,37.916,1
271,0,2,0.4753,0.5003,468809,91.251,37.679,1
272,0,4,0.4697,0.4992,468784,203.214,38.559,1
273,0,10,0.4647,0.5009,468832,489.592,35.236,1
274,0,3,0.4662,0.4993,468804,133.393,36.738,1
275,1,2,0.4619,0.4982,468744,108.860,38.408,1
276,0,1,0.4729,0.4999,468800,62.031,38.723,1
277,0,6,0.4731,0.5004,468823,284.315,38.187,1
278,0,4,0.4733,0.5003,468785,204.954,37.933,1
279,0,3,0.4696,0.4997,468808,156.995,38.212,1
280,0,1,0.4679,0.5020,468863,58.197,32.850,1
281,0,7,0.4709,0.5029,468855,332.356,33.124,1
282,0,2,0.4739,0.5004,468819,95.446,32.522,1
283,0,1,0.4684,0.4994,468789,58.358,37.954,1
284,0,1,0.4665,0.5005,468824,61.737,38.247,1
285,1,1,0.4700,0.5008,468835,62.363,38.992,1
286,0,5,0.4724,0.4988,468765,234.819,38.572,1
287,0,3,0.4720,0.5016,468845,143.832,33.273,1
288,0,1,0.4709,0.4996,468804,54.888,37.133,1
289,0,2,0.4725,0.5007,468805,99.562,39.043,1
290,0,2,0.4656,0.4993,468782,110.495,38.935,1
291,0,5,0.4732,0.4997,468817,219.695,31.850,1
292,0,11,0.4650,0.5006,468822,529.901,38.685,1
293,0,6,0.4738,0.4993,468773,271.773,38.609,1
294,0,5,0.4687,0.5015,468849,236.684,38.985,1
295,1,7,0.4686,0.4978,468710,335.355,33.602,1
296,0,4,0.4706,0.4994,468816,205.087,38.573,1
297,0,2,0.4700,0.5000,468828,111.410,38.685,1
298,0,1,0.4721,0.4987,468768,62.485,38.667,1
299,0,2,0.4713,0.5001,468803,100.654,38.464,1
300,0,7,0.4724,0.4998,468787,336.463,32.648,1
301,0,2,0.4699,0.5004,468811,99.256,37.677,1
302,0,3,0.4697,0.4992,468778,136.493,32.297,1
303,0,4,0.4675,0.5003,468832,198.948,32.356,1
304,0,1,0.4681,0.5002,468810,60.411,38.511,1
305,1,4,0.4764,0.5021,468883,194.618,34.576,1
306,0,5,0.4667,0.4999,468815,251.808,36.884,1
307,0,2,0.4691,0.5005,468818,97.547,38.693,1
308,0,2,0.4699,0.5012,468815,100.172,38.740,1
309,0,3,0.4758,0.4992,468794,154.398,36.575,1
310,0,1,0.4637,0.4991,468779,60.117,38.465,1
311,0,4,0.4694,0.4994,468779,220.796,36.355,1
312,0,6,0.4670,0.4997,468788,285.341,38.914,1
313,0,3,0.4743,0.5010,468832,156.135,38.920,1
314,0,4,0.4621,0.5009,468810,178.397,37.888,1
315,1,1,0.4642,0.5013,468845,61.465,39.018,1
316,0,6,0.4713,0.4998,468785,283.851,36.403,1
317,0,4,0.4706,0.5001,468778,200.188,39.076,1
318,0,3,0.4688,0.5002,468838,158.446,38.737,1
319,0,1,0.4727,0.4999,468803,61.837,39.539,1
320,0,2,0.4741,0.4992,468776,108.456,38.970,1
321,0,1,0.4667,0.4993,468794,52.846,32.111,1
322,0,8,0.4726,0.4991,468792,367.473,33.127,1
323,0,1,0.4709,0.5010,468815,55.201,38.153,1
324,0,5,0.4704,0.5009,468851,251.762,38.168,1
325,1,3,0.4700,0.4987,468800,138.328,37.396,1
326,0,3,0.4713,0.5001,468793,156.393,37.676,1
327,0,2,0.4678,0.4991,468760,109.997,37.977,1
328,0,2,0.4695,0.5007,468791,108.344,38.260,1
329,0,2,0.4696,0.5003,468823,110.822,38.887,1
330,0,2,0.4717,0.5007,468822,110.379,38.484,1
331,0,3,0.4669,0.5013,468826,149.930,34.531,1
332,0,1,0.4718,0.5011,468838,63.830,31.968,1
333,0,2,0.4684,0.5016,468808,99.879,33.250,1
334,0,4,0.4693,0.4996,468795,188.262,38.339,1
335,1,1,0.4616,0.5008,468833,61.907,39.109,1
336,0,5,0.4668,0.4994,468798,253.329,38.512,1
337,0,5,0.4700,0.5004,468819,250.141,36.154,1
338,0,2,0.4735,0.5014,468809,109.609,38.537,1
339,0,10,0.4659,0.5003,468784,472.969,38.712,1
340,0,5,0.4701,0.5002,468788,252.230,32.281,1
341,0,2,0.4667,0.5003,468809,102.977,38.353,1
342,0,1,0.4704,0.5003,468794,61.273,38.163,1
343,0,5,0.4679,0.4988,468744,252.112,39.266,1
344,0,4,0.4753,0.4991,468786,206.404,39.159,1
345,1,5,0.4633,0.4990,468798,240.904,39.219,1
346,0,4,0.4692,0.4993,468780,206.135,38.820,1
347,0,1,0.4762,0.4999,468789,62.737,37.431,1
348,0,2,0.4737,0.5003,468807,110.155,31.112,1
349,0,1,0.4680,0.4999,468769,56.623,34.653,1
350,0,1,0.4662,0.5007,468817,60.853,38.585,1
351,0,1,0.4689,0.5006,468815,61.897,38.746,1
352,0,3,0.4763,0.4989,468783,135.705,36.968,1
353,0,2,0.4636,0.5002,468818,108.846,38.329,1
354,0,1,0.4646,0.4999,468778,62.401,38.396,1
355,1,9,0.4688,0.5005,468817,413.205,38.756,1
356,0,5,0.4724,0.5019,468861,241.865,31.659,1
357,0,4,0.4766,0.4997,468801,193.015,37.141,1
358,0,7,0.4705,0.4998,468796,349.727,37.910,1
359,0,3,0.4655,0.4993,468797,148.034,38.967,1
360,0,2,0.4685,0.5009,468856,110.212,39.122,1
361,0,3,0.4653,0.4986,468780,159.545,34.843,1
362,0,3,0.4724,0.4995,468787,148.705,38.499,1
363,0,1,0.4705,0.5006,468833,61.893,34.824,1
364,0,3,0.4709,0.5001,468794,157.416,39.208,1
365,1,1,0.4699,0.4993,468762,50.911,32.610,1
366,0,1,0.4647,0.5010,468812,53.834,36.676,1
367,0,1,0.4711,0.4994,468754,60.515,32.987,1
368,0,4,0.4700,0.5003,468843,199.106,39.056,1
369,0,2,0.4668,0.4998,468798,108.746,38.572,1
370,0,2,0.4659,0.5012,468819,109.905,38.794,1
371,0,1,0.4705,0.4980,468755,62.011,37.947,1
372,0,4,0.4700,0.4994,468776,193.551,36.788,1
373,0,2,0.4650,0.5004,468781,109.369,38.510,1
374,0,3,0.4689,0.5005,468804,159.015,38.745,1
375,1,2,0.4675,0.4992,468765,110.138,38.925,1
376,0,1,0.4707,0.5010,468832,62.422,37.451,1
377,0,2,0.4749,0.4998,468825,91.470,33.427,1
378,0,2,0.4738,0.5008,468828,105.878,38.457,1
379,0,5,0.4731,0.4993,468764,252.225,37.898,1
380,0,7,0.4709,0.5010,468840,349.920,38.990,1
381,0,4,0.4701,0.5005,468812,191.681,38.257,1
382,0,1,0.4662,0.5021,468857,61.978,39.589,1
383,0,3,0.4703,0.5003,468821,141.105,34.052,1
384,0,3,0.4680,0.5013,468853,139.441,36.629,1
385,1,1,0.4703,0.5003,468811,60.631,38.495,1
386,0,15,0.4751,0.5019,468847,721.095,37.377,1
387,0,4,0.4688,0.4990,468779,206.998,31.315,1
388,0,2,0.4668,0.5004,468805,110.500,38.902,1
389,0,1,0.4744,0.4999,468784,62.874,38.834,1
390,0,1,0.4679,0.4985,468743,62.618,38.895,1
391,0,1,0.4694,0.5005,468827,62.836,38.908,1
392,0,2,0.4743,0.4997,468779,104.258,38.883,1
393,0,2,0.4667,0.5002,468788,111.327,38.840,1
394,0,3,0.4710,0.5005,468801,160.478,39.066,1
395,1,2,0.4717,0.5010,468815,110.318,38.431,1
396,0,8,0.4671,0.4996,468794,355.115,38.479,1
